Comments,Comment Datetime,num_words,Topic,Length,Length Category,Average Loglikelihood,Num Verbs,Num Discourse Relations,Num Pronouns,Relevance score,Relevance Score Category,actionable,valuable
"Happy new year,Mr Lee.",11/2/21,5,Tracetogether,5,0,-10.60182394,0,0,0,22.87083564,3,0,0
"THANK YOU PM LEE. HENG ONG ONG HUAT & GOD BLESSED ☘☘☘🙏🙏🙏  Regards, Dunbar Walk residence, Siglap",11/2/21,15,Tracetogether,15,1,-19.12840614,0,0,1,3.807099495,0,0,0
Happy Chinese New year sir 🙏,11/2/21,5,Tracetogether,5,0,-11.84143197,0,0,0,16.65822254,2,0,0
Morning PM Lee Hsien Loong  Happy Chinese new year ❤️❤️👍  Gong xi fa cai 🎉 stay safe and healthy 💋 #SingaporeIndonesia ,11/2/21,17,Tracetogether,17,1,-15.97850641,1,1,0,4.277923393,0,0,0
Happy Chinese New Year PM Lee ..and your family,11/2/21,9,Tracetogether,9,0,-11.53840235,0,1,1,10.50364908,2,0,0
"Good evening Mr PM Lee . Thank you for sharing Your visit to the Teck Ghee CC to meet the seniors getting their jabs and observe the vaccination process.  Congratulations that they went through the COVID-19 vaccination exercise especially the seniors after 70 to go for it . Certainly great efforts for the vaccination team, the community partners, and volunteers for their hard work in carrying out the task .",6/2/21,66,Tracetogether,67,3,-11.26294467,7,2,2,2.178264311,0,0,1
Good morning Mr Lee. Good to learn that vaccination programs are proceeding well. Take care. We love u. 💕,7/2/21,18,Tracetogether,18,1,-11.03013178,4,0,0,7.528648052,1,0,0
Good to learn that Singapore's vaccination program  is progressing well for your citizens.,7/2/21,12,Tracetogether,13,1,-11.60109001,3,0,1,16.17210498,2,0,0
In Malaysia they are still calculating how much commission to pay themselves.,6/2/21,12,Tracetogether,12,1,-10.9009815,3,1,0,34.97657075,3,0,0
"Evening Sir, Very good support indeed  Blessed weekend to you and everyone ! ",6/2/21,12,Tracetogether,12,1,-12.0790561,2,1,1,16.65822254,2,0,0
We are not used to using “serving /central chopsticks” yet ... occasionally we still use the one we using to pick up food from the main dishes! 😰 ... why are companies / individuals Manager wants to have reunion dinners with us at some restaurants before we can meet our own parents 😫,7/2/21,48,Tracetogether,48,2,-10.83780915,11,2,4,5.087460733,1,0,0
Hope that we would be just as efficient and heartwarming @ our Marine Parade vaccination sessions too...,7/2/21,16,Tracetogether,16,1,-11.77566568,2,1,2,12.94484066,2,0,0
Why is the Sputnik V vaccine from Russia not approved in Singapore given it’s 91.6% efficacy rating?????,6/2/21,17,Tracetogether,18,1,-12.01296052,4,0,0,8.532641765,1,0,1
Can Singapore go “Israel speed” with vaccinations soon? ,7/2/21,8,Tracetogether,8,0,-12.66350295,1,0,0,16.17210498,2,0,0
Good evening PM. Spending times to  care of pupils ... Great PM...,6/2/21,11,Tracetogether,11,1,-11.71993317,1,0,0,11.70965905,2,0,0
"THANK YOU PM LEE Sir!  Through your WISE & RESPONSIBLE GOVERNANCE, SIngapore, Singaporeans & Foreign Friends are kept SAFE & WELL!  Our Daily Living Activities are very much normalised, while adhering to Government's GOOD imposed Safety Measures.  An aerial view of Singapore will attest to the truth - just observe the 'bustling' vehicles / people movement on the roads.  Vaccinations will further normalised our Daily Living Activities even more.  👍👍👍👏👏👏!",6/2/21,63,Tracetogether,65,3,-14.24921847,8,1,3,1.64849937,0,0,0
Bless Happy together and have a nice day God bless...😊,10/2/21,10,Tracetogether,10,0,-11.53842894,1,1,0,14.71185688,2,0,0
Awaiting my letter. Hope it will be soon!,6/2/21,8,Tracetogether,8,0,-10.608486,3,0,1,66.4941953,4,0,0
Thank you our dear PM Lee. Pls stay healthy and keep safe. We love you! ,6/2/21,15,Tracetogether,15,1,-11.27836183,2,1,2,12.94484066,2,0,0
Thank you very much sir,7/2/21,5,Tracetogether,5,0,-11.00395736,0,0,1,34.97657075,3,0,0
Very well organised.. majulah singapura ♥️❤️♥️❤️,6/2/21,5,Tracetogether,5,0,-16.68411642,1,0,0,34.97657075,3,0,0
TQ PM Lee n other gov agencies involved during COVID-19. Take care n stay healthi🙏🏼😷🇸🇬,8/2/21,15,Tracetogether,15,1,-14.82543576,3,0,0,8.790257254,1,0,0
"Imaging our PM , despite heavy workloads,make time to lend moral support to seniors take the important  jab.",8/2/21,18,Tracetogether,18,1,-12.45665778,4,0,1,10.50364908,2,0,0
When will be for those age 65 and above. Thank you,7/2/21,10,Tracetogether,11,1,-9.576305566,1,1,0,66.4941953,4,0,0
Hello sir. It is even a humble request to make arrangements as soon as possible with Migrant workers.,7/2/21,18,Tracetogether,18,1,-10.89253535,2,0,0,12.94484066,2,0,0
Happy birthday PM🎂👏🏻👏🏻👏🏻all the best to you,10/2/21,8,Tracetogether,7,0,-10.05868058,0,0,0,66.4941953,4,0,0
Am a little apprehensive cos of drug allergies lah,6/2/21,9,Tracetogether,9,0,-14.38711326,2,0,0,22.87083564,3,0,0
Thx sir u r always helping all guys and remember u so sir u r take care always 💞,8/2/21,18,Tracetogether,18,1,-13.82259446,3,1,0,11.70965905,2,0,0
"Sir, you are a good PM show care to everyone as PM is a first SG to jabs COVID-19. PM msg is let all SG that it is safe to jabs COVID19  is FOC. PM is a busy man and go walk about Tee Ghee CC visiing resident show concerns. Given priority those senior citizens to jabs COVID19 as there are on high risk easy get sick. Tee Ghee CC members and volunteers helper well done a wonderful job  Thank you sir, your concerns tough everyone heart sweet. SG everyone Love You sir. Respect once again good PM as leader salute sir.",9/2/21,102,Tracetogether,102,4,-12.72940733,20,2,4,1.593848941,0,0,1
Today case Airport site and Yu Sheng  Company. Any related.... ??? Just a suggestion.,8/2/21,13,Tracetogether,13,1,-12.14197802,1,1,0,6.564974895,1,0,0
"Thank you Sir for this... however... employers / individual managers had booked restaurants from 8, 9, 10 of Feb... before we can meet our own parents for reunion dinner 🤦‍♀️",7/2/21,25,Tracetogether,28,2,-11.64973229,4,1,3,6.422261588,1,0,0
This talked about “Household” ... not company ... not team members ... correct?,7/2/21,10,Tracetogether,10,0,-11.15912358,2,0,0,22.87083564,3,0,0
Good evening Mr PM Lee . Thank you for sharing Your visit to the Teck Ghee CC to meet the seniors getting their jabs and observe the vaccination process. Congratulations that they went through the COVID-19 vaccination exercise especially the seniors a… See more ,7/2/21,43,Tracetogether,43,2,-11.9461064,5,1,2,3.431351714,0,0,0
"We are so grateful that we have leaders that listen to us. God, please be with our government officials as they weigh the pros and cons of each constituent’s request. Give them wisdom on how to best represent everyone. Father, we also ask that You give our leaders courage so that even when it’s hard, they would continue to boldly represent their constituents’ needs and those of the most vulnerable. Amen.",9/2/21,73,Tracetogether,71,3,-10.59114407,13,5,5,3.212118609,0,0,1
LIKE FATHER LIKE SON NICE PM IN SPORE 😊,9/2/21,8,Tracetogether,8,0,-18.63712353,0,0,0,8.790257254,1,0,0
God save and protect your people. Amen,6/2/21,7,Tracetogether,7,0,-10.4848175,2,1,1,16.65822254,2,0,0
Good job Mr god bless you and Singapore ,6/2/21,8,Tracetogether,8,0,-11.73378997,0,1,1,12.5653509,2,0,0
Good night Mr PmLee Sir please stay safe,6/2/21,8,Tracetogether,8,0,-13.62805528,0,0,0,10.50364908,2,0,0
Good evening Mr p m Lee.You are work hard!,6/2/21,8,Tracetogether,10,0,-11.11361307,2,0,1,22.87083564,3,0,0
Very nice daddy lee hsien loong,6/2/21,6,Tracetogether,6,0,-18.13584682,0,0,0,22.87083564,3,0,0
Very nice daddy lee hsien loong,6/2/21,6,Tracetogether,6,0,-18.13584682,0,0,0,22.87083564,3,0,0
"Good evening Mr p m Lee, sir please stay safe",6/2/21,10,Tracetogether,10,0,-12.57756514,3,0,0,10.50364908,2,0,0
Like father like son thank you sir,6/2/21,7,Tracetogether,7,0,-11.69460552,1,0,1,22.87083564,3,0,0
❤🇸🇬Really appreciated to PM Lee always taking care to us Singaporeans 🙏💪🇸🇬please stay safe and healthy always PM Lee🙏👏👍🇸🇬,6/2/21,19,Tracetogether,19,1,-12.33610941,4,1,1,14.71185688,2,0,0
Like father like son🙏 Thank you👍,6/2/21,6,Tracetogether,6,0,-10.97631808,0,0,0,34.97657075,3,0,0
Definitely good efforts by zaobao to provide examples of how to convey the information in dialects to the elderly.  It is important to communicate in simple words and avoid it being too overly complicated.,7/2/21,34,Tracetogether,34,2,-10.7585782,7,1,0,10.02810409,2,0,0
My mom at 86yr old is done with the vaccine and feeling great without side effect ❤️,6/2/21,15,Tracetogether,16,1,-11.35297908,2,1,0,16.65822254,2,0,0
What about the Foochow and Putien dialects as well. Have they forgotten about the minorities again. ,8/2/21,16,Tracetogether,16,1,-11.57316636,2,1,0,16.65822254,2,0,0
Very nice daddy lee hsien loong,6/2/21,6,Tracetogether,6,0,-18.13584682,0,0,0,22.87083564,3,0,0
"Thank for sharing .HAPPY CHINESE NEW YEAR.,PAP all the way.",6/2/21,11,Tracetogether,11,1,-14.35120695,1,0,0,12.94484066,2,0,0
The nursers are fine with their dialects but not the Hokkien by the male doctor. Need more improvement as I do not think the seniors can understand what his is talking about. Anyway a good start for the loss souls.,8/2/21,40,Tracetogether,40,2,-10.63321664,6,1,1,5.807180241,1,0,1
👍好棒的五大方言讲解疫苗🙏Thank you very much to PM Lee and Healthcare Frontliners so caring of peoples❣,6/2/21,14,Tracetogether,14,1,-12.83121491,1,1,1,16.65822254,2,0,0
Very nice daddy lee hsien loong,6/2/21,6,Tracetogether,6,0,-18.13584682,0,0,0,22.87083564,3,0,0
Our PM Lee is a great leader who lead by example and a good role model  May God bless u with good health always,29/1/21,24,Tracetogether,24,1,-10.94329456,2,1,0,5.197047584,1,0,1
"Thank you PM,we felt a great sense of security of this vaccine to see you showing us what was it’s like .👏🏻",29/1/21,23,Tracetogether,22,1,-9.861018326,6,0,3,10.50364908,2,0,0
Good Morning Mr PM show very good example to the people thank you,29/1/21,13,Tracetogether,13,1,-10.32977965,2,0,0,12.94484066,2,0,0
Thks for sharing PM Lee. Cannot wait for it to be my turn though it may be much later.,29/1/21,19,Tracetogether,19,1,-10.89909993,3,1,1,16.65822254,2,0,0
Thanks PM Lee. We will follow your advise and wait for our turn. Stay safe and have a good weekend. We are ALL part of one big family i e. SINGAPORE.,29/1/21,31,Tracetogether,31,2,-10.94688133,4,2,3,4.561954582,0,0,0
"Look how confident, sturdy and firm our Nurses are when performing jab, as compare to other I saw on social media ：）  We have absolute trust in our healthcare system and thank you for leading the way to assure the nation! ",29/1/21,40,Tracetogether,40,2,-10.7979422,8,2,4,5.682824557,1,0,0
Will do it soon PM lee. Thank u for sharing with us and giving us confidence and protection. Pls take care with your health. ❤,29/1/21,24,Tracetogether,24,1,-11.30020084,5,1,2,6.564974895,1,0,0
Very good morning to honorable PM Lee. Thank you so much for sharing it. Take care of yourself and your family also.,29/1/21,22,Tracetogether,22,1,-10.45889069,2,1,3,8.790257254,1,0,0
Good morning PM Lee You are a great and wise leader of our nation. You are taking care of your citizens and lead by example. May you forever be blessed with good health so that you can continue to govern us for many more years to come 👍👍👍🙏🙏🙏 ,29/1/21,47,Tracetogether,47,2,-9.990721605,8,2,5,4.696090851,0,0,0
"Mr PM Lee,  thanks for leading us to be confident and reassured that taking vaccination is a safe and wise move. We  will definitely follow   to take our vaccination when our turns come. So grateful that we  are provided with this opportunity of arrival of  early vaccination when everyday there are so many infection cases spiking up in other countries.",30/1/21,60,Tracetogether,60,3,-10.70733927,12,3,3,4.019500809,0,0,1
Mr Lee... you looking good. God bless you ... it is really wonderful to know that you and your cabinet went for the vaccine to show how safe it is and as an encouragement for the older and younger folks to not be worried ❤️❤️many are concerned about the efficacy ...,31/1/21,48,Tracetogether,49,2,-9.722362385,10,1,3,6.564974895,1,0,0
Thanks you Sir any side effects so far how the feeling take care drink more herbal or chicken essence,30/1/21,19,Tracetogether,19,1,-12.09997622,1,1,1,7.528648052,1,0,0
"Great leader shows good example, citizens are watching and will follow the path as you lead on. Thank you very much, very encouraging.",29/1/21,23,Tracetogether,23,1,-10.30466592,4,1,2,10.50364908,2,0,0
"i have already taken my covid 19 vaccine first dose because I’m a healthcare worker. not too bad. totally painless: 1/10. but definitely there will be side effects kicking in. only muscle sore,slight swelling from the injection area and joint pain. but would say that it’s totally worth it.   thanks PM Lee for reassuring us that there’s nothing to be afraid about 😊👍🏽 ",29/1/21,64,Tracetogether,64,3,-11.21511324,12,1,2,3.620474847,0,0,1
Just had my 1st dose yesterday... Next one next month...  Not feeling any side effects beside a sore arm...  Encourage everyone who can be vaccinated... Please take the vaccine... HUAT AH !!,29/1/21,30,Tracetogether,31,2,-12.77568708,5,1,1,3.923894302,0,0,0
For those who wondered why Missy zeh zeh never wear gloves.. There's no need to according to protocol. Not every situation requires the use of gloves. So pls dont worry.,29/1/21,29,Tracetogether,30,2,-12.25532947,4,0,0,5.798671731,1,0,0
Good morning Sir! Thank you for taking the lead. I feel it's about time to line up all ministers n mps (as they fall in different age groups) to take the vaccine soonest to further boost confidence to all residents. 🙏,29/1/21,39,Tracetogether,40,2,-10.86107661,5,0,1,3.535717759,0,0,0
PM Sir lead by example 👍. But pse watch out for after effects if any.,29/1/21,14,Tracetogether,14,1,-11.29398478,1,1,0,10.50364908,2,0,0
"Lhl do not worry or fear this physical body whuch ultimately will return to dust . But live with clean/good conscience and lead with honest and people concerned welfare over personal gratifications and power n all will be well with family n forgiven  soul from God which is eternal. Material things will finally perish like moss n rust ,like chaff blown away!",29/1/21,62,Tracetogether,62,3,-12.42686129,14,4,0,3.522515351,0,0,0
Wonderful PM..thanks for sharing. It’s reassuring to see both your videos of how the two doses were applied. Blessings ,29/1/21,21,Tracetogether,20,1,-11.27175342,5,0,1,10.50364908,2,0,0
Wishing you best of health PM Lee.,29/1/21,7,Tracetogether,7,0,-11.55801115,1,0,1,22.87083564,3,0,0
How many days after lst dose then complete the 2nd dose. Thank you.,29/1/21,12,Tracetogether,13,1,-12.07548076,1,1,0,14.71185688,2,0,0
"Oh, it's nurse Lim again. This time Lim not so scare. 😅🤣",29/1/21,10,Tracetogether,11,1,-12.02346007,0,0,0,27.98837645,3,0,0
Good morning MR PM LEE thank.s for u sharing with us..,29/1/21,12,Tracetogether,12,1,-13.33700243,2,0,0,16.65822254,2,0,0
"Sir, I notice you are looking at the needle as the vaccine is being injected into your arm. 😳",29/1/21,18,Tracetogether,18,1,-10.6121511,6,0,3,16.65822254,2,0,0
"Dear Pm, would there be any concessions for vaccinated  returning citizens from the quarantine period?  Also, if certain brands are not available in Singapore, does it mean it is not approved?",29/1/21,31,Tracetogether,31,2,-11.38407803,7,1,0,7.308702805,1,0,1
Thank you dear Pm Lee for sharing ☺️,29/1/21,7,Tracetogether,7,0,-13.23261657,2,0,1,22.87083564,3,0,0
Thanks for leading the way! 💪🏻👍🏻,29/1/21,5,Tracetogether,5,0,-9.166479152,1,0,0,34.97657075,3,0,0
This is the prevention of the mutation of convid 19  coming we must injections this vaccine ,30/1/21,15,Tracetogether,16,1,-11.28503028,3,0,1,22.87083564,3,0,0
"Please make it easy especially for seniors to get vaccinated in Singapore unlike in LA, we cant get appointment to get vaccination!!! it is very frustrated here !!!",30/1/21,27,Tracetogether,27,2,-11.31342753,8,0,1,10.19539268,2,0,0
Cant wait for the vaccine to be available to general public. Lets keep Singapore safe together. ,29/1/21,16,Tracetogether,16,1,-11.25795739,2,0,0,16.17210498,2,0,0
good morning PM Lee. may GOD bless you. and your Loveds One.  and all the SINGAPORE. PEOPLES. I pray. AMEN.,29/1/21,20,Tracetogether,20,1,-11.34745208,2,0,1,6.37403576,1,0,0
Singapore do very good 👍👍👍 I love you ❤️ ,29/1/21,7,Tracetogether,7,0,-10.19845551,2,0,1,64.66963855,4,0,0
MY BELOVED PRIME MINESTER LEE.,29/1/21,5,Tracetogether,5,0,-19.40139715,0,0,0,16.65822254,2,0,0
"Respect to Honourable PM. Sir you are  a great leader for each and every Citizen as well as all the people  of the Country. We Salute your bravery, respect & treasure Honourable PM forever and ever. all people staying in Singapore are lucky! Maha Buddha Triple Gems 🙏🙏🙏💐💐💐grants auspicious blessings  to you, live long healthily happily  peacefully and blessed Honourable PM Lee 🙏🙏🙏🌿💐🌿💐🌿💐🌿",30/1/21,61,Tracetogether,61,3,-12.42443694,6,3,3,2.594872478,0,0,0
This is a great leader in our century who lead by example! I'm proud to be born in Singapore.,30/1/21,18,Tracetogether,19,1,-9.534292277,4,0,1,16.17210498,2,0,0
Thank you PM Lee lead by good example to us. You are the best.,29/1/21,14,Tracetogether,14,1,-9.742098109,1,0,1,12.94484066,2,0,0
Mr Lee l am very repecful Singapore PM He Very Good Care For His People  Singapore Very Proud To Have You Mr Lee l Am Here To Said Thank You Very Much  I Hope You Forever Health And Happiness .🙏🙏🙏,29/1/21,39,Tracetogether,39,2,-14.13646413,4,1,2,3.451165542,0,0,0
congratulations PM lee by good example.,29/1/21,6,Tracetogether,6,0,-13.04688336,0,0,0,16.65822254,2,0,0
I was amazed that my first jab was very quick and smooth. I felt that was even quicker than Mr PM’s 2nd jab in the clip. Can’t wait for my 2nd one now 😁,29/1/21,33,Tracetogether,33,2,-10.935208,5,1,2,11.70965905,2,0,0
Why aren’t the nurse wearing gloves 🧤 ,29/1/21,7,Tracetogether,6,0,-11.91509598,2,0,0,22.87083564,3,0,0
The nurse’s hand cleaning regime is so professional. ,29/1/21,9,Tracetogether,8,0,-11.83445896,1,0,0,16.65822254,2,0,0
"Dear Sir  Its time that SG Govt formulate new entry permit rules for SG based professionals, both local and expat, so that business travel cud resume.    Such an arrangement shud now be based on the fact that travelers can be, and shud be, Vaccinated on priority. I will go to the extent of asking SG govt to charge vaccination fee for such people.   2. Such travellers shud be allowed to travel seemlessly without entry permits and  3.  If there is  mandatory SHN requiement for such people, it shud be in the confines of their home rather than hotels.    It must be acknowledged that this disease is not going to go away in a hurry and it cud be 4-5 years before everythingnis back to 2019 days.  In fact there may be no 2019 again for our generation.    Hence, this travel restrictions cannot go on its current form forever and shud be relaxed, at least to allow businesses to resume work related travel.    Thanks n Rgds   Walia P  Gxxx906M",17/2/21,163,Tracetogether,168,4,-12.12952023,33,6,1,0.847671845,0,0,1
