,Unnamed: 0,name,comment,processed_text,demojize_text
365,6,yueyin.hea,they should use the funds to do a swab test for everyone in singapore,"['use', 'fund', 'swab', 'test', 'everyon', 'singapor']",they should use the funds to do a swab test for everyone in singapore
366,7,jere._miah_,Report the government for intention feeding,"['report', 'govern', 'intent', 'feed']",Report the government for intention feeding
367,8,isjaven___,tio tagging,"['tio', 'tag']",tio tagging
368,9,ronsoo,it is read as MANDATORY... i think there’s a choice: be tagged or be charged in court...,"['read', 'mandatori', 'think', 'choic', 'tag', 'charg', 'court']",it is read as MANDATORY... i think there’s a choice: be tagged or be charged in court...
369,10,isaiahlim,Are we as a society really going to allow such blatant invasion of privacy in the supposed name of “safety”? The government may as well say it is compulsory to implant a chip into you  Really do hope Singaporean wake up,"['societi', 'realli', 'go', 'allow', 'blatant', 'invas', 'privaci', 'suppos', 'name', 'safeti', 'govern', 'may', 'well', 'say', 'compulsori', 'implant', 'chip', 'realli', 'hope', 'singaporean', 'wake']",Are we as a society really going to allow such blatant invasion of privacy in the supposed name of “safety”? The government may as well say it is compulsory to implant a chip into you  Really do hope Singaporean wake up
370,11,saprilia92,@pricylliaa,[],@pricylliaa
371,12,yikes.itsjerry,Now this being oppressive I don’t think we need this measurements it’s not idealistic for the government to be tracking the society it’s definitely deranged at this point,"['oppress', 'think', 'need', 'measur', 'idealist', 'govern', 'track', 'societi', 'definit', 'derang', 'point']",Now this being oppressive I don’t think we need this measurements it’s not idealistic for the government to be tracking the society it’s definitely deranged at this point
372,13,shxhrin,PANDORA WHO???,['pandora'],PANDORA WHO???
373,14,natalia_bam,@natashabam @nadia_bam,[],@natashabam @nadia_bam
374,15,loptylop,@liushu1706,[],@liushu1706
375,16,jeremy.b.tan,"Good idea! I will put it on my pet dog or cat & let it roam freely. Then when it doesn't return, I will make a lost report. I have confidence in our tech that I will 99% find it back. 😀","['good', 'idea', 'put', 'pet', 'dog', 'cat', 'let', 'roam', 'freeli', 'return', 'make', 'lost', 'report', 'confid', 'tech', 'find', 'back']","Good idea! I will put it on my pet dog or cat & let it roam freely. Then when it doesn't return, I will make a lost report. I have confidence in our tech that I will 99% find it back. :grinning_face:"
376,17,nana__tina,This is invasion of privacy. There is safeentry for most public places. Why waste additional tax payers money. The money can be better use to help those in need now.,"['invas', 'privaci', 'safeentri', 'public', 'place', 'wast', 'addit', 'tax', 'payer', 'money', 'money', 'better', 'use', 'help', 'need']",This is invasion of privacy. There is safeentry for most public places. Why waste additional tax payers money. The money can be better use to help those in need now.
377,18,x.tshndrn,@andreyeooo Please enjoy the comments ♥️,"['pleas', 'enjoy', 'comment']",@andreyeooo Please enjoy the comments :heart_suit:
378,19,nat_goes._.wild,This is just invasion of privacy,"['invas', 'privaci']",This is just invasion of privacy
379,20,_.iamdre._,Like tagging already 🤦🏾‍♂️,"['like', 'tag', 'alreadi']",Like tagging already :man_facepalming_medium-dark_skin_tone:
380,21,yung.t.j,@sam.katz98 @nickkger @mayukh8 @niels_sc @alkaassh i’m already ahead of the curve,"['alreadi', 'ahead', 'curv']",@sam.katz98 @nickkger @mayukh8 @niels_sc @alkaassh i’m already ahead of the curve
381,0,isaackho_03,Free AirPods 😂,"['free', 'airpod']",Free AirPods :face_with_tears_of_joy:
382,1,pmenon1985,@mahek_md,[],@mahek_md
383,2,globbylicious,@dolldollho see....no need kan cheong,"['see', 'need', 'kan', 'cheong']",@dolldollho see....no need kan cheong
384,3,strike_first_84,Meriton go home,"['meriton', 'go', 'home']",Meriton go home
385,4,strike_first_84,Meriton game over,"['meriton', 'game']",Meriton game over
386,5,zack_axe_,"Tbh, why didn't we use ezlink cards with our IC to tap in and out?","['tbh', 'use', 'ezlink', 'card', 'ic', 'tap']","Tbh, why didn't we use ezlink cards with our IC to tap in and out?"
387,6,sentimiento__che,MERITON GO HOME,"['meriton', 'go', 'home']",MERITON GO HOME
388,7,jevorisofficial,🔥,[],:fire:
389,0,singteling.14,I thought tracetogether app can liao? Why still need token?,"['thought', 'tracetogeth', 'app', 'liao', 'still', 'need', 'token']",I thought tracetogether app can liao? Why still need token?
390,1,w.an_xuann,yay,['yay'],yay
391,2,leandro._sb,Later gov track u I just put under my table,"['later', 'gov', 'track', 'u', 'put', 'tabl']",Later gov track u I just put under my table
392,3,__depression_gurl__,I alredy have the trace together app already 👁👄👁,"['alredi', 'trace', 'togeth', 'app', 'alreadi']",I alredy have the trace together app already :eye::mouth::eye:
393,4,weifengtheboss,"i'm sorry, but i have to say #toxicity #toxicityincoming","['sorri', 'say']","i'm sorry, but i have to say #toxicity #toxicityincoming"
394,5,beiyitherandomperson__,I already got it hahahahah,"['alreadi', 'got', 'hahahahah']",I already got it hahahahah
395,6,joelle._.gkt,Can I exchange my old one for the new one?,"['exchang', 'old', 'one', 'new', 'one']",Can I exchange my old one for the new one?
396,7,c_ccaden,but what if i graduated already,"['graduat', 'alreadi']",but what if i graduated already
397,8,thedumbjanelle,Lmao why we need sia they should give to elderly first,"['lmao', 'need', 'sia', 'give', 'elderli', 'first']",Lmao why we need sia they should give to elderly first
398,9,joycekee892,@ahlibababas,[],@ahlibababas
399,10,k_puerkk,Wow.. no priavacy for singaporean,"['wow', 'priavaci', 'singaporean']",Wow.. no priavacy for singaporean
400,11,fannachiam,I want new token. Please allow exchange. First generation look so fat,"['want', 'new', 'token', 'pleas', 'allow', 'exchang', 'first', 'gener', 'look', 'fat']",I want new token. Please allow exchange. First generation look so fat
401,12,loaftus,Bro i alrdy got mine,"['bro', 'alrdi', 'got', 'mine']",Bro i alrdy got mine
402,13,kai_the_noble,There is a 65 percent chance I will tamper with this and make it into a weapon,"['percent', 'chanc', 'tamper', 'make', 'weapon']",There is a 65 percent chance I will tamper with this and make it into a weapon
403,14,nyiyanmoehtet,What if i already taken my token?,"['alreadi', 'taken', 'token']",What if i already taken my token?
404,15,babyvic98_,does no one care about personal privacy anymore ??? how far have we fallen as humans to let the government have this much control over us??,"['one', 'care', 'person', 'privaci', 'anymor', 'far', 'fallen', 'human', 'let', 'govern', 'much', 'control', 'us']",does no one care about personal privacy anymore ??? how far have we fallen as humans to let the government have this much control over us??
405,16,cal._.istar,but i got the app alr. how ahh,"['got', 'app', 'alr', 'ahh']",but i got the app alr. how ahh
406,17,florence_lim_j_j,Too late as my elder son who started Poly few months ago had to collect from other area as it was compulsory but no wifi in RP while younger son just collected his in anticipation of Sec 4 next yr...,"['late', 'elder', 'son', 'start', 'poli', 'month', 'ago', 'collect', 'area', 'compulsori', 'wifi', 'rp', 'younger', 'son', 'collect', 'anticip', 'sec', 'next', 'yr']",Too late as my elder son who started Poly few months ago had to collect from other area as it was compulsory but no wifi in RP while younger son just collected his in anticipation of Sec 4 next yr...
407,18,chloe.cclo,I got it already,"['got', 'alreadi']",I got it already
408,19,xinfaith,@i_am_momster,[],@i_am_momster
409,20,hakimie.anuar,Hah goteeem,"['hah', 'goteeem']",Hah goteeem
410,21,yim4549,It’s a waste. Some have already collected then what? Another one then what to do with the other? It’s clearly a waste.,"['wast', 'alreadi', 'collect', 'anoth', 'one', 'clearli', 'wast']",It’s a waste. Some have already collected then what? Another one then what to do with the other? It’s clearly a waste.
411,22,ceilines,I ALREADY HAVE BRO,"['alreadi', 'bro']",I ALREADY HAVE BRO
412,23,zhengwei_the.fakemechanic,Right looks very sus,"['right', 'look', 'su']",Right looks very sus
413,24,h.iilmi,For which students? Primary sch students or secondary sch students or is it for all students?,"['student', 'primari', 'sch', 'student', 'secondari', 'sch', 'student', 'student']",For which students? Primary sch students or secondary sch students or is it for all students?
414,25,simp._.khai,i have one already tho,"['one', 'alreadi', 'tho']",i have one already tho
415,26,monkeynorn,Wish they’d announced this much earlier! We travelled so far to get our tokens 😒,"['wish', 'announc', 'much', 'earlier', 'travel', 'far', 'get', 'token']",Wish they’d announced this much earlier! We travelled so far to get our tokens :unamused_face:
416,27,kaelynchua77,Y look like fishcake leh,"['look', 'like', 'fishcak', 'leh']",Y look like fishcake leh
417,28,alicialohh._,if take from cc already? do we still take when the school gives?,"['take', 'cc', 'alreadi', 'still', 'take', 'school', 'give']",if take from cc already? do we still take when the school gives?
418,29,lifeslukengood,What I just got mine today. Sigh I wasted my time alright,"['got', 'mine', 'today', 'sigh', 'wast', 'time', 'alright']",What I just got mine today. Sigh I wasted my time alright
419,30,zachlmao_,wah can get another one,"['wah', 'get', 'anoth', 'one']",wah can get another one
420,31,iixchocolateclxudsxiiwas_taken,ayo I take already 😳😳,"['ayo', 'take', 'alreadi']",ayo I take already :flushed_face::flushed_face:
421,32,iixchocolateclxudsxiiwas_taken,y now then say my parents got it like 2 hrs b4 u sayyy,"['say', 'parent', 'got', 'like', 'hr', 'u', 'sayyy']",y now then say my parents got it like 2 hrs b4 u sayyy
422,33,fusher17,#peterLIMGOHOME😠😠😠 and go out of Valencia 👉,"['go', 'valencia']",#peterLIMGOHOME:angry_face::angry_face::angry_face: and go out of Valencia :backhand_index_pointing_right:
423,34,fusher17,#peterLIMGOHOME😠😠😠 and go out of Valencia 👉,"['go', 'valencia']",#peterLIMGOHOME:angry_face::angry_face::angry_face: and go out of Valencia :backhand_index_pointing_right:
424,35,jeraldtan2,@nus_singapore,[],@nus_singapore
425,36,princessteddy218sg,👍👏,[],:thumbs_up::clapping_hands:
426,37,shannnchiiia,We should download then getting it the token because we bring everything suddenly we forget how,"['download', 'get', 'token', 'bring', 'everyth', 'suddenli', 'forget']",We should download then getting it the token because we bring everything suddenly we forget how
427,38,_berlinnnn_,I just took it today and I saw this 🙃,"['took', 'today', 'saw']",I just took it today and I saw this :upside-down_face:
428,39,username_is_annoying,Finally my mom can stop chasing me for it😭😭😭 she has been hounding me for weeks to ask me to collect it 😭😭😭,"['final', 'mom', 'stop', 'chase', 'hound', 'week', 'ask', 'collect']",Finally my mom can stop chasing me for it:loudly_crying_face::loudly_crying_face::loudly_crying_face: she has been hounding me for weeks to ask me to collect it :loudly_crying_face::loudly_crying_face::loudly_crying_face:
429,40,p0._v._007,Bruh I already got mine from the cc 🤦🏽,"['bruh', 'alreadi', 'got', 'mine', 'cc']",Bruh I already got mine from the cc :person_facepalming_medium_skin_tone:
430,41,jammies_421,Walao I queue up so long take for what ah.,"['walao', 'queue', 'long', 'take', 'ah']",Walao I queue up so long take for what ah.
431,42,pustakawanmendunia,❤️,[],:red_heart:
