,Unnamed: 0,Comments,Datetime,num_words
3770,4125,"Some people are concerning whether there are generic disorder effect from this new vaccine as this kind of method is just only present for less than 10 years and have less long-term side effect checking and analysis under extensive public injection scheme. For an older, no generic disorder  is concerned. However, for a parent, we would not dare to adopt a 'uncertain' method for our children. ",2020-12-15,64
3771,4126,Note that the NYTimes article requires subscription.  Two alternative articles on the same topic:  1. How Does the Pfizer BioNTech Coronavirus Vaccine Work? https://www.nbclosangeles.com/news/national-international/how-does-the-pfizer-biontech-coronavirus-vaccine-work/2483145/,2020-12-15,22
3772,4127,Which politician trying first? Have gotta go back to Indonesia urgently to tie up loose ends and very soon. Gov has announced some staff will also have injections.  would appreciate speedy announcement of results to public. Not joking or to cause alarm.  Thank you.,2020-12-15,44
3773,4128,"Measles vaccine is safe for babies and young kids but  covid vaccine is no to babies and pregnant woman. What is it about this new vaccine that requires strong immune system and if so, why elderly with weak system are encouraged to take? Exploring other options but contract with Pfizer already signed and products must be consumed no? Also on compensation regarding side effects which can only be seen in long term. Nothing has been said. Please do not make it compulsory. After all , the infected cases dropped with social distancing and not thru consumption of medication.",2020-12-17,97
3774,4129,"Good news,thank you sir for taking  good care us.we worker can't forget your help and support. We are all worker more Hard work for you and Singapore.",2020-12-15,26
3775,4130,"Sir, may I ask what is long term resident?",2020-12-15,9
3776,4131,"The G was quite clear that a vaccine does not mean that you can be free from Covid measures. Only when the data shows the vaccinated cannot infect others can the measures be relaxed for the vaccinated. Either that, or when 70% are vaccinated and the disease is reduced to less than one case per million and does not increase.",2020-12-15,59
3777,4132,UK scientist found that genetic makeup influence immunity to childhood vaccines then perhaps we should explore whether Sinovac is more suitable for Asian genomes.  https://www.genengnews.com/news/genetic-makeup-influences-immunity-to-childhood-vaccines/,2020-12-16,24
3778,4133,"Like said few months ago, evolution virus of new COVID 19 might be starting to happened and the present vaccines might not match! I and buddies had been discussed recently. Noting that few locations have evolution virus issue and even UK. For me, I am thirsty for a vaccination in order be out to earn a living. The possibility is huge! No choice for me as a disabled entrepreneur who can only rely on my self. Purely, myself. https://youtu.be/pwL57BV4hkk",2020-12-18,77
3779,4134,"New Evolution of COViD 19 maybe a new zombie like illness attacking your brain cells and put down your lung system, but no everyone will believe U! So be cautious better than none! Cheers! https://youtu.be/4AMv3iUXnS0",2021-01-01,33
3780,4135,PM LEE i want singapore passport!!!,2020-12-15,6
3781,4137,"THE BIG EAR MUST RULE FOREVER . GOOD LUCK TO YOU , PRIME MINISTER LEE HSIEN LOONG .",2020-12-16,15
3782,4138,Good morning Mr PM Lee Hsien Loong . Thank you Sire for sharing on the knowledge of the vaccinations for the pandemic use,2020-12-20,22
3783,4140,Good to know Will look forward to it,2020-12-18,8
3784,4143,Thank you for taking care of us. We feel grateful 🙏🙏❤️❤️,2020-12-16,10
3785,4144,Thank you sir for good news,2020-12-16,6
3786,4151,Phan Nhân when will be your turn ,2020-12-16,6
3787,4153,"dearr,,LHL💘🇸🇬 Vaccines,⚕️SGCongratulations,😇 (regarding---- to my good#Friends Singaporian♥️ 🇸🇬 See you Again! i miss U, all😇 💐💐💐",2020-12-16,15
3788,4156,very informative sir sharing thank you ,2020-12-15,6
3789,4162,Thank you PM Lee for sharing,2020-12-15,6
3790,4163,"Rishabh Alexander okay, time to fly home? Hahaha",2020-12-15,8
3791,4168,"Singapore Shines, Again!   Dear PM Lee, Madam President and PAP govt.  Bravo!  Thank you in all languages.  The very best christmas present one can get.   Indebted to all who are making this possible.  Incredibly proud of all of you.   Blessings to all for continued safety.  Best wishes  (Chai)  Founder  The Longest Walk and Talk:A Global Call to Support Peace and Action  💯👌🙏💕⚘",2020-12-15,62
3792,4170,Jane Ponting. This might explain what u sent me from the MD,2020-12-15,12
3793,4171,Very nice daddy lee hsien loong,2020-12-15,6
3794,4172,Very nice daddy lee hsien loong,2020-12-15,6
3795,4173,Thank you PM Lee. Good News.,2020-12-15,6
3796,4177,Thank you PM Lee ❤ everyone must not let our guard down too stay safe and stay healthy 😘🌍 We Love you... #Indonesia-Singapore,2020-12-15,20
3797,4180,Darren Tan .however we will must survive together. ,2020-12-15,8
3798,4181,😊🙏 Thanks You So Much To You PM Lee Hsien Loong 👍♥️🇸🇬💖🙏 And Your Hard Working Too And Also 🙏Gov 🇸🇬🙏😄🤗☺️ SG UNITED 💪 SG CARES 💖 SG TO 🇸🇬GET♥️HER🇸🇬💪SG 🌟CLEAN 🌟✅ SG GREENER 🌳👍😄🤗☺️ And Also Thanks You So Much To You And ALL's 🤗 SG 🇸🇬🤗👍🌟♥️ Kind 💖🌟👍👏☺️🤗😄,2020-12-15,40
3799,4185,Siti Aisha Ahmad Afandi jom balik!,2020-12-15,6
3800,4188,Mark comments section is hilarious for all the wrong reasons,2020-12-15,10
3801,4190,Great👍Thank you very much 🙏PM Lee,2020-12-15,7
3802,4194,Thank u PM Lee. Much appreciated.,2020-12-15,6
3803,4195,"I put together a simple infographic to help people understand the tech, and why there is no need to worry.  https://m.facebook.com/story.php?story_fbid=10157579847305740&id=508145739",2020-12-15,20
3804,4198,"To all still wondering how your immune system and vaccines work, I made a little video that helps you understand a little bit better 🙂  https://youtu.be/lcA_AEqWxxA",2020-12-15,24
3805,4205,Pls jio me when you are taking yours,2020-12-15,8
3806,4211,Great. Thanks for the leadership 🙏,2020-12-15,5
3807,4226,"Thanks you PM.Let me share, please",2020-12-15,5
3808,4233,"Dear PM, watched your speech and content. Excellent and impeccable speech with flawless execution. You have covered all the topics with great diplomacy. 👍👍👍👍👍👍👍",2020-11-16,23
3809,4234,🙆‍♀️🇸🇬PM ....谢谢...Blessings to all Asean Leaders,2020-11-15,6
3810,4235,Thank you PM LEE and the great team,2020-11-15,8
3811,4236,"PM Sir agreed fully with you on 37th ASEAN Summit ""collaborating..in combating COV-19..ensuring vaccine multilateralism, supporting economic recovery..""👏🙏",2020-11-15,19
3812,4237,The zoom commemorative photo will be an interesting reminder of 2020.,2020-11-15,10
3813,4238,"Cambodia is representing by one of the Deputies, that means significantly, for PM unable to join! Much appreciated for Mr. Lee who has always pioneered on ASEAN as well as Cambodia since the post-cold war leadership to the present democracy facade intended. ",2020-11-16,41
3814,4239,Love You MR .Lee and My Hero,2020-11-15,7
3815,4240,"Good evening Mr PM . Thank you for sharing on the meeting and dialogue You have with many country Officials at the 37th ASEAN Summit and Related Summits. Congratulations for the fruitful and productive dialogue . Best Wishes for your care and concerns in the collaborating more in combating COVID-19, to ensure a vaccine multilateralism, in order to support economic recovery across the region  Congratulations to Vietnam",2020-11-15,64
3816,4241,Lucky Singapore to have a right leader,2020-11-16,7
3817,4242,"We make ASEAN has salary the same Singapore, USA country, Australia, Korea, Japan, Europe ",2020-11-15,14
3818,4243,"Truly, one of the leaders to emulate in Asia. ",2020-11-15,9
3819,4244,"Good Morning PM,thank you for all your hardwork for Singapore at the ASEAN SUMMIT, MAY GOD BLESS YOU",2020-11-17,19
3820,4245,"Regional countries are linked favourably with SG on Covid 19 measures, 2021 vaccination program recognises our responsibility towards all communities. Thanks to our leadership in research. ",2020-11-15,24
3821,4246,"Asean countries, Japan, S Korea  China, Australia n NZ can perform w/o US. Our PM LHL is an excellent leader",2020-11-16,21
3822,4247,U so handsome PM 🇸🇬  May we pray for Singapore to be Covid safe even before you announce the date of handover to ur future successor (DPM Heng Swee Keat) which will likely be next year.,2020-11-15,35
3823,4249,Thank You PM LEE and Love you Bapak Joko Widodo from Indonesia 🙏🙏👍👍💪💪❤️❤️,2020-11-15,12
3824,4250,Mr. Lee Hsien Loong Good Morning ,2020-11-16,6
3825,4251,We like to visit VIETNAM,2020-11-15,5
3826,4252,Thank you PM Lee for your great work. All the best,2020-11-15,11
3827,4253,Reports and public service announcements as usual. The grid technology works. Updates. My space company hopeful to have been of value and wishing everyone well through the planet spacetimes enviornment changes. Peace and love.,2020-11-17,34
3828,4254,Very nice daddy lee hsien loong,2020-11-15,6
3829,4255,"#Reposting because of scammers on this page.  Well done, ASEAN for hosting yet another virtual summit.. to many more virtual sessions until it is the right time to come together physically. All the best to Bruneians 🇧🇳 for their country being the next host.",2020-11-16,42
3830,4258,"""Free and open"" has been removed.",2020-11-16,6
3831,4259,Which countries are asean plus three? Sir.,2020-11-15,7
3832,4261,Thank You PM Lee to the Good Job,2020-11-15,8
3833,4262,We 🇸🇬so proud have great leader PM Lee and your PAP government teams🙏🏆👍💪👏🇸🇬  Singapore really need you PM Lee always🙏🇸🇬,2020-11-15,20
3834,4263,All the best to Brunei 🇧🇳 for taking up the rotational chairmanship 2021. ,2020-11-15,11
3835,4264,Thx to silly Trump losing USA influence and the raise of China.,2020-11-16,12
3836,4265,"Dear PM, what is your vision and view of the RCEP?  How will it help Singaporean? Asia? ",2020-11-17,17
3837,4266,Mr Lee have a fruitful business trip. 💕 💕,2020-11-16,7
3838,4267,I hope ASEAN will not be NATO I.e. No Action Talk Only..,2020-11-15,13
3839,4268,Can see the 🇲🇾 backdoor PM is the worst here,2020-11-15,9
3840,4269,"Without a vaccine or an effective treatment, many governments are looking for effective ways of subduing and suppressing COVID19 spread.  This is difficult for two reasons (1) the virus can spread without any symptoms in some patients and clusters form before you know it, (2) long term lockdown is not sustainable and its economic impact can be too harsh for some countries.  With the help of technology, people can work from home or even study from home.  Restrictions can be put in place, like wearing of masks, social distancing, etc.  Not to forget the efforts of our frontline workers.  However, as we slowly reopen and talk about travel bubbles, I think most important is continuous education on the public knowledge of the coronavirus, personal hygiene and social etiquette for the new normal.",2020-11-17,130
3841,4270,Time will tell no need si many good words,2020-11-17,9
3842,4271,Thank you PM Lee for your great work.All the best,2020-11-15,9
3843,4272,"We make ASEAN has salary the same Singapore, USA country, Australia, Japan, Korea, Europe ",2020-11-15,14
3844,4273,"I don't see your friend, Mr Phuc PM of Viet Nam 😅",2020-11-15,10
3845,4274,Lần trc sếp mình ở ngay trung tâm. Lần này ko thấy bác đâu lun 😞,2020-11-15,5
3846,4275,In an alternative universe with pritam as PM at the summit:  Singapore will like to announce that we will leave ASEAN and create a bubble for a 100% local workforce and visitors from every country will need to apply for a travel visa.   🙈🙈🙈🙈  Proud to have you around PM Lee..,2020-11-16,49
3847,4276,"PM Sir, appreciate your bringing to us a more personal glimpse of this important event.",2020-11-16,15
