,Threads,Thread Datetime,Comments,Comment Datetime,num_words
1598,Why is EDMW so against tracetogether token? Proximity data only wad,2021-07-02 12:54:00,"Poomer wrote: Doesnt matter there are many ways to track. What I'm saying is that contrary to what the government says, they can still track you via bluetooth. And I already explained here why they need bluetooth instead of using existing tech. Can't help you if you are lazy tho. You can continue to listen to your 'experts' and continue to delude yourself. Doesnt matter one bit to me. AH where's your university professor source! I want source leh since u quoted it! Ya what existing tech? TT apps on your phone and turn on GPS? that will cause an even greater uproar. Bluetooth is short range, energy efficient. I saw a few saying rfid, but it requires base stations right? meaning u need to install them all across sg. Cost. BT is low cost, accessible, independent. idk what kind of existing tech u talking abt that is btr.. maybe u can share. but seems like u unwilling to share sources and all...",2020-10-28 12:39:00,160
1599,Why is EDMW so against tracetogether token? Proximity data only wad,2021-07-02 12:54:00,"Poomer wrote: What if the figure were 0.5-1%. Then how? I already given the following quote in the previous post. Quote: Assuming you are rich (SG gov) and you have a cancer (covid), would you do anything or as much as possible to treat yourself (population) ? Common sense right? Anyway my instinct tells me the % is more than that. For accuracy, ask gov. But can you don't sidestep the reason why you don't want TT? Your reason is because of privacy. Nothing to do with money.",2020-10-28 12:40:00,83
1600,Why is EDMW so against tracetogether token? Proximity data only wad,2021-07-02 12:54:00,Poomer wrote: What if the figure were 0.5-1%. Then how? What if...... I said it so many times and you are truly proving my point. What if... Imagine...,2020-10-28 12:40:00,27
1601,Why is EDMW so against tracetogether token? Proximity data only wad,2021-07-02 12:54:00,"TurboBumbleBee wrote: What percentage of our 57,980 covid cases so far were found using SafeEntry/TraceTogether? cases found using TT/safeentry is impt, but what's more impt is how it allows for potential cases to be quickly isolated if they are in close contact with infected ppl. just stopping 1 person from spreading can break a whole chain of events le. 1 spread 2, 2 spread 4, 4 spread 8, 8 spread 16.. u get it..",2020-10-28 12:44:00,65
1602,Why is EDMW so against tracetogether token? Proximity data only wad,2021-07-02 12:54:00,"tjrsasea wrote: AH where's your university professor source! I want source leh since u quoted it! Ya what existing tech? TT apps on your phone and turn on GPS? that will cause an even greater uproar. Bluetooth is short range, energy efficient. I saw a few saying rfid, but it requires base stations right? meaning u need to install them all across sg. Cost. BT is low cost, accessible, independent. idk what kind of existing tech u talking abt that is btr.. maybe u can share. but seems like u unwilling to share sources and all... Since I'm in good mood today, I'll be kind to my lessers... Quote: Dr Michael Veale, a digital rights expert at University College London, warns of the potential for mission creep. He gives an example in which a government struggling against Covid-19 might want to enforce quarantine control. It could do so, he says, by fitting Bluetooth sensors to public spaces to identify dongle users who are out and about when they should be self-isolating at home. ""All you have to do is install physical infrastructure in the world and the data that is collecting can be mapped back to Singapore ID numbers,"" he explains. ""The buildability is the worrying part.""",2020-10-28 12:44:00,203
1603,Why is EDMW so against tracetogether token? Proximity data only wad,2021-07-02 12:54:00,"tjrsasea wrote: AH where's your university professor source! I want source leh since u quoted it! Ya what existing tech? TT apps on your phone and turn on GPS? that will cause an even greater uproar. Bluetooth is short range, energy efficient. I saw a few saying rfid, but it requires base stations right? meaning u need to install them all across sg. Cost. BT is low cost, accessible, independent. idk what kind of existing tech u talking abt that is btr.. maybe u can share. but seems like u unwilling to share sources and all... His one dunno is bluetooth or bluebird la. Jin powerful can send location data. Maybe his can send 300m to the nearest building. Or he using NASA latest bluetooth send to space one.",2020-10-28 12:44:00,127
1604,Why is EDMW so against tracetogether token? Proximity data only wad,2021-07-02 12:54:00,"Poomer wrote: Since I'm in good mood today, I'll be kind to my lessers... So that is what happens to the country that the professor is in. Privacy is more important than population health !!!",2020-10-28 12:46:00,32
1605,Why is EDMW so against tracetogether token? Proximity data only wad,2021-07-02 12:54:00,"MikeDirnt78 wrote: I already given the following quote in the previous post. Anyway my instinct tells me the % is more than that. For accuracy, ask gov. But can you don't sidestep the reason why you don't want TT? Your reason is because of privacy. Nothing to do with money. You mentioned a 10% hit rate. But truth be told, I dont see how it can even hit 1% now, reason being TT is not mandatory as of yet, thus takeup is likely low. 90% of the cases detected are banglas, seriously, you think need tracetogether when you lockdown the dorms? A probably good 5% are foreign imports. They confirm dont have TT. Local cases probably make up the remainder. And for qutie awhile there wasnt any TT, so it was good ole contact tracing. So there you have it. How you derive your 10% figure? I'm already telling you how i derive my less than 1%.",2020-10-28 12:49:00,147
1606,Why is EDMW so against tracetogether token? Proximity data only wad,2021-07-02 12:54:00,"Poomer wrote: Since I'm in good mood today, I'll be kind to my lessers... Sg chao chao 700 sqkm. Bluetooth rated 10m range? Gov jipai boh eng liao. Thats just flat surface. High rise all that haven count. After installing everything, they realise they track you with phone is faster. Yes, gov why you so stupid? Even someone who called himself stupid can see through your plots.",2020-10-28 12:50:00,63
1607,Why is EDMW so against tracetogether token? Proximity data only wad,2021-07-02 12:54:00,"Poomer wrote: You mentioned a 10% hit rate. But truth be told, I dont see how it can even hit 1% now, reason being TT is not mandatory as of yet, thus takeup is likely low. 90% of the cases detected are banglas, seriously, you think need tracetogether when you lockdown the dorms? A probably good 5% are foreign imports. They confirm dont have TT. Local cases probably make up the remainder. And for qutie awhile there wasnt any TT, so it was good ole contact tracing. So there you have it. How you derive your 10% figure? I'm already telling you how i derive my less than 1%. Don't side step the reasoning lei. You going against TT because of privacy or cost ? If privacy, then just be honest. There are more serious risks with regards to privacy ie internet, smartphones, emails, etc. If cost, why you worry? SG gov is rich. If you are rich, will you treat your love ones who has cancer even though chance of surviving is 3%? If me, I will do it. Not sure about you.",2020-10-28 12:52:00,174
